Date,Open,High,Low,Close,Volume,rsi,macd,macd_signal,macd_hist,stoch_k,stoch_d,williams_r,cci,tsi,roc1,roc5,roc10,roc20,ma50,ma200,adx,atr,volatility,vol_ratio,bb_squeeze,bb_upper,bb_lower,bb_position,keltner_pos,volume_ma,volume_ratio,obv,cmf,price_change,price_momentum,return_autocorr,gap,intraday_range,consec_days,price_zscore,vwap_dev,rsi_lag5,adx_lag5,volatility_lag5,macd_lag5,stoch_k_lag5,is_uptrend,is_bull_regime,ml_signal,ml_proba,mr_signal,mom_signal,regime,is_bull,ann_vol,combined_signal,position_sizes,portfolio_bh,portfolio_mr,portfolio_mom,portfolio_ml,portfolio_comb
2025-06-13,1418.335338487147,1429.7895915718395,1408.673973649598,1422.2198486328125,9757276.0,53.97485292091884,16.32360323114449,19.70882441019728,-3.3852211790527917,44.246668481377874,60.091351809003974,-55.75333151862212,-18.485050707020523,17.853874809191048,-0.009503249619472132,-0.010806996130364177,0.004926464861245039,-0.019568778817587784,1361.5311840820314,1320.1262939453125,20.81381059481397,20.880874003611634,0.13521019306624615,0.8686363544123915,1.0,1449.3361367037105,1396.6572714994145,0.4852529953760916,0.5292565333607234,9257846.45,1.0539466227591192,1.0076203251360472,-0.0841181631239191,-0.009503249619472132,-0.010806996130364177,-0.21442274226894084,-0.01220859414113701,0.014846943630086432,-2.0,0.6896087901598764,-0.0001289594716510831,61.5571958155653,18.433469165548082,0.21810816197325045,19.01714332929396,81.04908428221681,1,1,0.0,0.25602121181200993,,,BULL_LOW_VOL,1,0.13521019306624615,0.0,0.9157196497215367,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-16,1421.223780491138,1436.6621211041454,1418.7337255535565,1432.0804443359375,8458093.0,56.72501889723303,15.463286169037474,18.85971676196532,-3.396430592927846,57.80830267597731,55.02287752404737,-42.1916973240227,35.20935488587794,17.20055188577345,0.006933242924857197,-0.0075925293517487,0.01704747853070332,-0.002082156460133322,1365.2204516601562,1319.7537817382813,18.22115488628277,20.51803911203433,0.13280554632214553,0.9424181951530375,1.0,1448.931083178373,1396.7635213138144,0.6769901018915851,0.6310730678814979,9370961.55,0.9025853915706227,1.0191547816983446,-0.03846333722651761,0.006933242924857197,-0.0075925293517487,-0.022872999214334465,-0.0007003615809693131,0.012519126018023649,1.0,0.7685741624717362,0.006970991452752254,62.72181615553148,21.185005006944984,0.1571068296619771,19.493141039123657,85.94515245249525,1,1,0.0,0.2677932510657129,,,BULL_LOW_VOL,1,0.13280554632214553,0.0,0.9145929233911636,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-17,1442.2398094911548,1442.2398094911548,1420.12817043809,1425.506591796875,10366599.0,54.39157768009158,14.088618910207288,17.905497191613716,-3.816878281406428,48.76704532519166,50.27400549418231,-51.23295467480834,33.93775956268713,15.996932263099644,-0.004590421274910161,-0.005074755604220882,0.018285229560307315,0.0046328692836086205,1368.8071240234376,1319.4089086914062,16.944631428618596,21.250821444822577,0.1273703117790871,0.9275588549391243,1.0,1449.217718473122,1397.1342590659403,0.5447474698084759,0.5489760001677064,9325763.5,1.1116086098473332,1.0030250624782977,-0.021349954003791694,-0.004590421274910161,-0.005074755604220882,-0.11901626301269164,0.007094130218312036,0.015511425327884874,-1.0,0.6618304917850297,0.0021806336560072823,58.98217135632357,21.17787737912686,0.1498122187250061,18.825535507472523,69.30520350473553,1,1,0.0,0.3614540648839839,,,BULL_LOW_VOL,1,0.1273703117790871,0.0,0.9218075349393375,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-18,1424.3114328610282,1437.0605628519918,1420.028489708749,1424.4110107421875,6681735.0,53.99294903509961,12.7636495616307,16.877127665617113,-4.113478103986413,47.2602530439204,51.27853368169648,-52.7397469560796,20.229851864760512,14.887879908535313,-0.000768555586478592,-0.012975365271288508,0.004636449161135259,0.0006297683363216677,1372.4206909179688,1319.069264526367,15.816301095485226,21.656349878749648,0.12692477868853652,0.7873992882543721,1.0,1449.2680817435428,1397.1735442330198,0.5228468820491167,0.5327403119693983,9353032.05,0.7143923985591388,0.9932497697782248,-0.04605604346258978,-0.000768555586478592,-0.012975365271288508,-0.13435158804594757,-0.000838409967884,0.011957274280243194,-2.0,0.618320093946206,0.0012848598692187395,61.479520922620594,23.174389926356294,0.1503697897317839,18.914277185402852,73.01372553084714,1,1,0.0,0.44007863286400584,,,BULL_LOW_VOL,1,0.12692477868853652,,0.0,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-19,1424.4110453044384,1434.1721095891817,1420.0285241646616,1427.598388671875,10007230.0,55.02565207040257,11.834377233785062,15.868577579250703,-4.03420034546564,51.64396928417375,49.223755884428634,-48.35603071582624,15.54150371676023,14.209206839431426,0.002237681333301822,-0.005757396658972236,-0.006308874330282155,0.016957574151234223,1376.9745068359375,1318.6328826904296,14.838414806769636,21.179685690061433,0.11589929107881487,0.8064407748826617,1.0,1448.846121809495,1399.9759973311302,0.565220400716874,0.5664093309797616,9246670.25,1.08225228427498,1.0062903457348764,-0.03814002470989518,0.002237681333301822,-0.005757396658972236,0.08115499932827122,2.4264240196393676e-08,0.009907257907231301,1.0,0.6277385329510082,0.002507167885138145,58.774495643148406,22.815485398821544,0.13157659514166295,18.188234342280793,63.013661414786824,1,1,0.0,0.33602509941292047,,,BULL_LOW_VOL,1,0.11589929107881487,0.0,0.9759366022839138,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-20,1425.3075053013415,1465.148385952672,1422.4190171371763,1460.367431640625,29010635.0,63.9779472807923,13.585504880600865,15.411963039520737,-1.8264581589198716,92.89933436676434,63.93451889828619,-7.100665633235667,133.12587972289555,16.23876442490202,0.022953964664555127,0.026822564067351395,0.015725696590904947,0.02761416785132953,1382.9606005859375,1318.41662109375,18.70074947445925,22.431829096237202,0.134465042711287,1.245458540095709,1.0,1455.5411513598526,1397.2052841870225,1.082732639706438,0.909045601289891,10373457.85,2.796621475644209,1.0453181363217265,0.05939719542643627,0.022953964664555127,0.026822564067351395,-0.09034829732935981,-0.0016047113731087565,0.029259327406043378,2.0,1.0291161250384466,0.02281601699363521,53.97485292091884,20.81381059481397,0.13521019306624615,16.32360323114449,44.246668481377874,1,1,0.0,0.351411155130131,,,BULL_LOW_VOL,1,0.134465042711287,0.0,1.3056729870937973,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-23,1447.2199506188397,1457.9770367383994,1436.2637087352834,1451.0048828125,5989078.0,60.28563535346126,14.055780425228932,15.140726516662376,-1.0849460914334443,78.12022784197096,74.22117716430306,-21.87977215802904,113.63728253408809,16.854682118512653,-0.006411091226272259,0.013214647648748468,0.005521785696853687,0.015333141142680251,1388.4307543945313,1318.120553588867,22.048106186456913,22.510089009322996,0.13622972992691856,1.4018577299528996,1.0,1458.643955659921,1396.2937274455478,0.8774812367782165,0.7645686727692087,10430764.55,0.5741744022014187,1.034049351316784,0.06423250823848659,-0.006411091226272259,0.013214647648748468,-0.0980435909605055,-0.009002858278628557,0.014964338342562137,-1.0,0.8975881295579002,0.015839689950631203,56.72501889723303,18.22115488628277,0.13280554632214553,15.463286169037474,57.80830267597731,1,1,0.0,0.34731539915609033,,,BULL_LOW_VOL,1,0.13622972992691856,0.0,1.1320322622931478,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-24,1459.1721495093714,1469.1323689599471,1437.359244595668,1445.0286865234375,16402744.0,57.98524764197916,13.787316484995472,14.870044510328997,-1.082728025333525,60.1317859781441,77.0504493956265,-39.868214021855906,111.25374091521935,16.697378520918633,-0.0041186603572820335,0.01369484703817081,0.008550593432194109,0.020181410781229703,1393.7186352539063,1317.8300885009767,26.119185806678676,23.3424875756346,0.13277653822105917,1.3929736917584408,1.0,1460.5621097042174,1397.23415494422,0.7547145926368686,0.6730309134971862,10618881.05,1.5446772520349494,1.0080036893077138,0.04040955871224225,-0.0041186603572820335,0.01369484703817081,-0.1732350447351464,0.005628696907649722,0.02198788485003804,-2.0,0.8097033866317412,0.010038587436195177,54.39157768009158,16.944631428618596,0.1273703117790871,14.088618910207288,48.76704532519166,1,1,0.0,0.34395533612244794,,,BULL_LOW_VOL,1,0.13277653822105917,0.0,0.9055581394886156,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-25,1458.1762135192969,1466.5428226679085,1454.690136506102,1461.463134765625,7525851.0,62.25110560372604,14.730871189488653,14.842209846160928,-0.1113386566722756,87.31485651421292,75.18895677810936,-12.685143485787084,145.1359969094628,17.85521815616022,0.0113730948011328,0.026012242073396807,0.01269935845968062,0.03850236727729017,1398.66587890625,1317.594778442383,29.647454810870865,22.659509704266984,0.1345000869581197,1.4281280987489124,1.0,1464.7218127437714,1398.492811279666,0.9507968124823309,0.8188347053946508,10697943.05,0.7034857976739743,1.0157275279658717,0.06264655959206915,0.0113730948011328,0.026012242073396807,-0.15982740811781693,0.009098453974288028,0.008110150629086772,1.0,1.0728869885016827,0.02035335465593263,53.99294903509961,15.816301095485226,0.12692477868853652,12.7636495616307,47.2602530439204,1,1,0.0,0.2995746371180885,,1.0,BULL_LOW_VOL,1,0.1345000869581197,0.0,1.0158502972070589,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-26,1463.2558362824063,1492.8377614283193,1459.2717484446844,1489.3516845703125,14657893.0,68.15916115904082,17.52697789464196,15.379163455857135,2.147814438784824,95.85798482932807,81.10154244056173,-4.142015170671926,207.99150531689315,20.886492473813018,0.019082622846425812,0.04325677052345789,0.03725032747839596,0.05466211231184226,1403.7495751953124,1317.606357421875,34.78469345642987,24.025487893719532,0.14765368059716488,1.4700632914767908,1.0,1476.163452400927,1394.770336661573,1.1620312977281544,1.0,10742241.85,1.3645096810029465,1.0336214956107275,0.07708097881788803,0.019082622846425812,0.04325677052345789,-0.12359588055139152,0.0012266484690144654,0.02253733173392079,2.0,1.5572248846943406,0.036403590066106065,55.02565207040257,14.838414806769636,0.11589929107881487,11.834377233785062,51.64396928417375,1,1,0.0,0.29048653126350343,0.0,1.0,BULL_LOW_VOL,1,0.14765368059716488,0.0,1.2369990937157807,100000.0,100000.0,100000.0,102811.86933426917,100000.0
2025-06-27,1493.4353527246628,1515.9454247275912,1490.9452978220222,1509.3717041015625,11117052.0,71.59588647722587,21.114960741404502,16.52632291296661,4.588637828437893,93.87188244405381,92.34824126253163,-6.128117555946183,256.7272272062737,24.65913706904449,0.013442103526425164,0.03355612525943874,0.061278750646413416,0.06650710311945907,1409.2496069335937,1317.858226928711,40.298113959928315,24.92901250308426,0.15245642238874832,1.2053799988225755,1.0,1491.4250724771264,1388.9211189291236,1.1750823358830904,1.0,10608670.25,1.047921345278877,1.0465131749551217,0.09822822512552642,0.013442103526425164,0.03355612525943874,0.05024686670052422,0.0027419099173534014,0.016563267244002075,3.0,1.9511706211798963,0.04667036867445058,63.9779472807923,18.70074947445925,0.134465042711287,13.585504880600865,92.89933436676434,1,1,0.0,0.30733160101677637,0.0,1.0,BULL_LOW_VOL,1,0.15245642238874832,0.0,1.1199252104311812,100000.0,100000.0,100000.0,102811.86933426917,100000.0
